query,hospital_id,hospital_name,label,pred
Cardiology Karachi,14,Kulsum International Hospital,0,1
Cardiology Karachi,15,Medikay Cardiac Center,0,1
Cardiology Karachi,16,Bahria International Hospital,0,1
Cardiology Karachi,17,MMC General Hospital,0,1
Cardiology Karachi,18,Northwest General Hospital,0,1
Cardiology Karachi,19,South City Hospital,1,1
Cardiology Karachi,20,Tabba Heart Institute,1,1
Cardiology Karachi,21,Irfan General Hospital,0,1
Cardiology Karachi,22,Dr. Zia uddin Hospital,0,1
Cardiology Karachi,23,Peshawar Institute of Medical Sciences,0,1
Cardiology Karachi,24,Hair Transplant Institute,0,1
Cardiology Karachi,25,Cosmetic Expert Clinic,0,1
Cardiology Karachi,26,Concept Fertility Clinic,0,1
Cardiology Karachi,27,NIBD & BMT,0,1
Cardiology Karachi,28,Prime Teaching Hospital,0,1
Cardiology Karachi,29,Horizon,0,1
Cardiology Karachi,30,Dr. Zia uddin Hospital,0,1
Dental Karachi,1,Pak Emirates Military Hospital (PEMH),0,1
Dental Karachi,2,MedAsk Tours,0,1
Dental Karachi,3,Agha Khan University Hospital,1,1
Dental Karachi,4,Shoukat Khanum M Hospital,0,1
Dental Karachi,5,Shoukat Khanum M Hospital,0,1
Dental Karachi,6,Shifa International,0,1
Dental Karachi,7,E-Shifa,0,1
Dental Karachi,8,All Medical Centre,0,1
Dental Karachi,9,Quaid-e-Azam International Hospital,0,1
Dental Karachi,10,Rehman Medical Institute,0,1
Dental Karachi,11,Hameed Latif Hospital,0,1
Dental Karachi,12,Hearts International,0,1
Dental Karachi,13,Doctors Hospital,0,1
Dental Karachi,14,Kulsum International Hospital,0,1
Dental Karachi,15,Medikay Cardiac Center,0,1
Dental Karachi,16,Bahria International Hospital,0,1
Dental Karachi,17,MMC General Hospital,0,1
Dental Karachi,18,Northwest General Hospital,0,1
Dental Karachi,19,South City Hospital,0,1
Dental Karachi,20,Tabba Heart Institute,0,1
Dental Karachi,21,Irfan General Hospital,0,1
Dental Karachi,22,Dr. Zia uddin Hospital,0,1
Dental Karachi,23,Peshawar Institute of Medical Sciences,0,1
Dental Karachi,24,Hair Transplant Institute,0,1
Dental Karachi,25,Cosmetic Expert Clinic,0,1
Dental Karachi,26,Concept Fertility Clinic,0,1
Dental Karachi,27,NIBD & BMT,0,1
Dental Karachi,28,Prime Teaching Hospital,0,1
Dental Karachi,29,Horizon,0,1
Dental Karachi,30,Dr. Zia uddin Hospital,0,1
Oncology Karachi,1,Pak Emirates Military Hospital (PEMH),0,1
Oncology Karachi,2,MedAsk Tours,0,1
Oncology Karachi,3,Agha Khan University Hospital,1,1
Oncology Karachi,4,Shoukat Khanum M Hospital,0,1
Oncology Karachi,5,Shoukat Khanum M Hospital,0,1
Oncology Karachi,6,Shifa International,0,1
Oncology Karachi,7,E-Shifa,0,1
Oncology Karachi,8,All Medical Centre,0,1
Oncology Karachi,9,Quaid-e-Azam International Hospital,0,1
Oncology Karachi,10,Rehman Medical Institute,0,1
Oncology Karachi,11,Hameed Latif Hospital,0,1
Oncology Karachi,12,Hearts International,0,1
Oncology Karachi,13,Doctors Hospital,0,1
Oncology Karachi,14,Kulsum International Hospital,0,1
Oncology Karachi,15,Medikay Cardiac Center,0,1
Oncology Karachi,16,Bahria International Hospital,0,1
Oncology Karachi,17,MMC General Hospital,0,1
Oncology Karachi,18,Northwest General Hospital,0,1
Oncology Karachi,19,South City Hospital,0,1
Oncology Karachi,20,Tabba Heart Institute,0,1
Oncology Karachi,21,Irfan General Hospital,0,1
Oncology Karachi,22,Dr. Zia uddin Hospital,0,1
Oncology Karachi,23,Peshawar Institute of Medical Sciences,0,1
Oncology Karachi,24,Hair Transplant Institute,0,1
Oncology Karachi,25,Cosmetic Expert Clinic,0,1
Oncology Karachi,26,Concept Fertility Clinic,0,1
Oncology Karachi,27,NIBD & BMT,0,1
Oncology Karachi,28,Prime Teaching Hospital,0,1
Oncology Karachi,29,Horizon,0,1
Oncology Karachi,30,Dr. Zia uddin Hospital,0,1
Orthopedics Karachi,1,Pak Emirates Military Hospital (PEMH),0,1
Orthopedics Karachi,2,MedAsk Tours,0,1
Orthopedics Karachi,3,Agha Khan University Hospital,1,1
Orthopedics Karachi,4,Shoukat Khanum M Hospital,0,1
Orthopedics Karachi,5,Shoukat Khanum M Hospital,0,1
Orthopedics Karachi,6,Shifa International,0,1
Orthopedics Karachi,7,E-Shifa,0,1
Orthopedics Karachi,8,All Medical Centre,0,1
Orthopedics Karachi,9,Quaid-e-Azam International Hospital,0,1
Orthopedics Karachi,10,Rehman Medical Institute,0,1
Orthopedics Karachi,11,Hameed Latif Hospital,0,1
Orthopedics Karachi,12,Hearts International,0,1
Orthopedics Karachi,13,Doctors Hospital,0,1
Orthopedics Karachi,14,Kulsum International Hospital,0,1
Orthopedics Karachi,15,Medikay Cardiac Center,0,1
Orthopedics Karachi,16,Bahria International Hospital,0,1
Orthopedics Karachi,17,MMC General Hospital,0,1
Orthopedics Karachi,18,Northwest General Hospital,0,1
Orthopedics Karachi,19,South City Hospital,1,1
Orthopedics Karachi,20,Tabba Heart Institute,0,1
Orthopedics Karachi,21,Irfan General Hospital,0,1
Orthopedics Karachi,22,Dr. Zia uddin Hospital,1,1
Orthopedics Karachi,23,Peshawar Institute of Medical Sciences,0,1
Orthopedics Karachi,24,Hair Transplant Institute,0,1
Orthopedics Karachi,25,Cosmetic Expert Clinic,0,1
Orthopedics Karachi,26,Concept Fertility Clinic,0,1
Orthopedics Karachi,27,NIBD & BMT,0,1
Orthopedics Karachi,28,Prime Teaching Hospital,0,1
Orthopedics Karachi,29,Horizon,0,1
Orthopedics Karachi,30,Dr. Zia uddin Hospital,0,1
Cosmetic Surgery Karachi,1,Pak Emirates Military Hospital (PEMH),0,1
Cosmetic Surgery Karachi,2,MedAsk Tours,0,1
Cosmetic Surgery Karachi,3,Agha Khan University Hospital,1,1
Cosmetic Surgery Karachi,4,Shoukat Khanum M Hospital,0,1
Cosmetic Surgery Karachi,5,Shoukat Khanum M Hospital,0,1
Cosmetic Surgery Karachi,6,Shifa International,0,1
Cosmetic Surgery Karachi,7,E-Shifa,0,1
Cosmetic Surgery Karachi,8,All Medical Centre,0,1
Cosmetic Surgery Karachi,9,Quaid-e-Azam International Hospital,0,1
Cosmetic Surgery Karachi,10,Rehman Medical Institute,0,1
Cosmetic Surgery Karachi,11,Hameed Latif Hospital,0,1
Cosmetic Surgery Karachi,12,Hearts International,0,1
Cosmetic Surgery Karachi,13,Doctors Hospital,0,1
Cosmetic Surgery Karachi,14,Kulsum International Hospital,0,1
Cosmetic Surgery Karachi,15,Medikay Cardiac Center,0,1
Cosmetic Surgery Karachi,16,Bahria International Hospital,0,1
Cosmetic Surgery Karachi,17,MMC General Hospital,0,1
Cosmetic Surgery Karachi,18,Northwest General Hospital,0,1
Cosmetic Surgery Karachi,19,South City Hospital,0,1
Cosmetic Surgery Karachi,20,Tabba Heart Institute,0,1
Cosmetic Surgery Karachi,21,Irfan General Hospital,0,1
Cosmetic Surgery Karachi,22,Dr. Zia uddin Hospital,0,1
Cosmetic Surgery Karachi,23,Peshawar Institute of Medical Sciences,0,1
Cosmetic Surgery Karachi,24,Hair Transplant Institute,0,1
Cosmetic Surgery Karachi,25,Cosmetic Expert Clinic,0,1
Cosmetic Surgery Karachi,26,Concept Fertility Clinic,0,1
Cosmetic Surgery Karachi,27,NIBD & BMT,0,1
Cosmetic Surgery Karachi,28,Prime Teaching Hospital,0,1
Cosmetic Surgery Karachi,29,Horizon,0,1
Cosmetic Surgery Karachi,30,Dr. Zia uddin Hospital,0,1
Cancer Treatment Lahore,1,Pak Emirates Military Hospital (PEMH),0,1
Cancer Treatment Lahore,2,MedAsk Tours,0,1
Cancer Treatment Lahore,3,Agha Khan University Hospital,0,1
Cancer Treatment Lahore,4,Shoukat Khanum M Hospital,1,1
Cancer Treatment Lahore,5,Shoukat Khanum M Hospital,0,1
Cancer Treatment Lahore,6,Shifa International,0,1
Cancer Treatment Lahore,7,E-Shifa,0,1
Cancer Treatment Lahore,8,All Medical Centre,0,1
Cancer Treatment Lahore,9,Quaid-e-Azam International Hospital,0,1
Cancer Treatment Lahore,10,Rehman Medical Institute,0,1
Cancer Treatment Lahore,11,Hameed Latif Hospital,0,1
Cancer Treatment Lahore,12,Hearts International,0,1
Cancer Treatment Lahore,13,Doctors Hospital,0,1
Cancer Treatment Lahore,14,Kulsum International Hospital,0,1
Cancer Treatment Lahore,15,Medikay Cardiac Center,0,1
Cancer Treatment Lahore,16,Bahria International Hospital,0,1
Cancer Treatment Lahore,17,MMC General Hospital,0,1
Cancer Treatment Lahore,18,Northwest General Hospital,0,1
Cancer Treatment Lahore,19,South City Hospital,0,1
Cancer Treatment Lahore,20,Tabba Heart Institute,0,1
Cancer Treatment Lahore,21,Irfan General Hospital,0,1
Cancer Treatment Lahore,22,Dr. Zia uddin Hospital,0,1
Cancer Treatment Lahore,23,Peshawar Institute of Medical Sciences,0,1
Cancer Treatment Lahore,24,Hair Transplant Institute,0,1
Cancer Treatment Lahore,25,Cosmetic Expert Clinic,0,1
Cancer Treatment Lahore,26,Concept Fertility Clinic,0,1
Cancer Treatment Lahore,27,NIBD & BMT,0,1
Cancer Treatment Lahore,28,Prime Teaching Hospital,0,1
Cancer Treatment Lahore,29,Horizon,0,1
Cancer Treatment Lahore,30,Dr. Zia uddin Hospital,0,1
Cancer Treatment Peshawar,1,Pak Emirates Military Hospital (PEMH),0,1
Cancer Treatment Peshawar,2,MedAsk Tours,0,1
Cancer Treatment Peshawar,3,Agha Khan University Hospital,0,1
Cancer Treatment Peshawar,4,Shoukat Khanum M Hospital,0,1
Cancer Treatment Peshawar,5,Shoukat Khanum M Hospital,1,1
Cancer Treatment Peshawar,6,Shifa International,0,1
Cancer Treatment Peshawar,7,E-Shifa,0,1
Cancer Treatment Peshawar,8,All Medical Centre,0,1
Cancer Treatment Peshawar,9,Quaid-e-Azam International Hospital,0,1
Cancer Treatment Peshawar,10,Rehman Medical Institute,0,1
Cancer Treatment Peshawar,11,Hameed Latif Hospital,0,1
Cancer Treatment Peshawar,12,Hearts International,0,1
Cancer Treatment Peshawar,13,Doctors Hospital,0,1
Cancer Treatment Peshawar,14,Kulsum International Hospital,0,1
Cancer Treatment Peshawar,15,Medikay Cardiac Center,0,1
Cancer Treatment Peshawar,16,Bahria International Hospital,0,1
Cancer Treatment Peshawar,17,MMC General Hospital,0,1
Cancer Treatment Peshawar,18,Northwest General Hospital,0,1
Cancer Treatment Peshawar,19,South City Hospital,0,1
Cancer Treatment Peshawar,20,Tabba Heart Institute,0,1
Cancer Treatment Peshawar,21,Irfan General Hospital,0,1
Cancer Treatment Peshawar,22,Dr. Zia uddin Hospital,0,1
Cancer Treatment Peshawar,23,Peshawar Institute of Medical Sciences,0,1
Cancer Treatment Peshawar,24,Hair Transplant Institute,0,1
Cancer Treatment Peshawar,25,Cosmetic Expert Clinic,0,1
Cancer Treatment Peshawar,26,Concept Fertility Clinic,0,1
Cancer Treatment Peshawar,27,NIBD & BMT,0,1
Cancer Treatment Peshawar,28,Prime Teaching Hospital,0,1
Cancer Treatment Peshawar,29,Horizon,0,1
Cancer Treatment Peshawar,30,Dr. Zia uddin Hospital,0,1
Cardiology Islamabad,1,Pak Emirates Military Hospital (PEMH),0,1
Cardiology Islamabad,2,MedAsk Tours,0,1
Cardiology Islamabad,3,Agha Khan University Hospital,0,1
Cardiology Islamabad,4,Shoukat Khanum M Hospital,0,1
Cardiology Islamabad,5,Shoukat Khanum M Hospital,0,1
Cardiology Islamabad,6,Shifa International,1,1
Cardiology Islamabad,7,E-Shifa,1,1
Cardiology Islamabad,8,All Medical Centre,0,1
Cardiology Islamabad,9,Quaid-e-Azam International Hospital,1,1
Cardiology Islamabad,10,Rehman Medical Institute,0,1
Cardiology Islamabad,11,Hameed Latif Hospital,0,1
Cardiology Islamabad,12,Hearts International,0,1
Cardiology Islamabad,13,Doctors Hospital,0,1
Cardiology Islamabad,14,Kulsum International Hospital,1,1
Cardiology Islamabad,15,Medikay Cardiac Center,1,1
Cardiology Islamabad,16,Bahria International Hospital,0,1
Cardiology Islamabad,17,MMC General Hospital,0,1
Cardiology Islamabad,18,Northwest General Hospital,0,1
Cardiology Islamabad,19,South City Hospital,0,1
Cardiology Islamabad,20,Tabba Heart Institute,0,1
Cardiology Islamabad,21,Irfan General Hospital,0,1
Cardiology Islamabad,22,Dr. Zia uddin Hospital,0,1
Cardiology Islamabad,23,Peshawar Institute of Medical Sciences,0,1
Cardiology Islamabad,24,Hair Transplant Institute,0,1
Cardiology Islamabad,25,Cosmetic Expert Clinic,0,1
Cardiology Islamabad,26,Concept Fertility Clinic,0,1
Cardiology Islamabad,27,NIBD & BMT,0,1
Cardiology Islamabad,28,Prime Teaching Hospital,0,1
Cardiology Islamabad,29,Horizon,0,1
Cardiology Islamabad,30,Dr. Zia uddin Hospital,0,1
Dental Islamabad,1,Pak Emirates Military Hospital (PEMH),0,1
Dental Islamabad,2,MedAsk Tours,0,1
Dental Islamabad,3,Agha Khan University Hospital,0,1
Dental Islamabad,4,Shoukat Khanum M Hospital,0,1
Dental Islamabad,5,Shoukat Khanum M Hospital,0,1
Dental Islamabad,6,Shifa International,1,1
Dental Islamabad,7,E-Shifa,1,1
Dental Islamabad,8,All Medical Centre,0,1
Dental Islamabad,9,Quaid-e-Azam International Hospital,1,1
Dental Islamabad,10,Rehman Medical Institute,0,1
Dental Islamabad,11,Hameed Latif Hospital,0,1
Dental Islamabad,12,Hearts International,0,1
Dental Islamabad,13,Doctors Hospital,0,1
Dental Islamabad,14,Kulsum International Hospital,0,1
Dental Islamabad,15,Medikay Cardiac Center,0,1
Dental Islamabad,16,Bahria International Hospital,0,1
Dental Islamabad,17,MMC General Hospital,0,1
Dental Islamabad,18,Northwest General Hospital,0,1
Dental Islamabad,19,South City Hospital,0,1
Dental Islamabad,20,Tabba Heart Institute,0,1
Dental Islamabad,21,Irfan General Hospital,0,1
Dental Islamabad,22,Dr. Zia uddin Hospital,0,1
Dental Islamabad,23,Peshawar Institute of Medical Sciences,0,1
Dental Islamabad,24,Hair Transplant Institute,0,1
Dental Islamabad,25,Cosmetic Expert Clinic,0,1
Dental Islamabad,26,Concept Fertility Clinic,0,1
Dental Islamabad,27,NIBD & BMT,0,1
Dental Islamabad,28,Prime Teaching Hospital,0,1
Dental Islamabad,29,Horizon,0,1
Dental Islamabad,30,Dr. Zia uddin Hospital,0,1
Oncology Islamabad,1,Pak Emirates Military Hospital (PEMH),0,1
Oncology Islamabad,2,MedAsk Tours,0,1
Oncology Islamabad,3,Agha Khan University Hospital,0,1
Oncology Islamabad,4,Shoukat Khanum M Hospital,0,1
Oncology Islamabad,5,Shoukat Khanum M Hospital,0,1
Oncology Islamabad,6,Shifa International,1,1
Oncology Islamabad,7,E-Shifa,1,1
Oncology Islamabad,8,All Medical Centre,0,1
Oncology Islamabad,9,Quaid-e-Azam International Hospital,0,1
Oncology Islamabad,10,Rehman Medical Institute,0,1
Oncology Islamabad,11,Hameed Latif Hospital,0,1
Oncology Islamabad,12,Hearts International,0,1
Oncology Islamabad,13,Doctors Hospital,0,1
Oncology Islamabad,14,Kulsum International Hospital,0,1
Oncology Islamabad,15,Medikay Cardiac Center,0,1
Oncology Islamabad,16,Bahria International Hospital,0,1
Oncology Islamabad,17,MMC General Hospital,0,1
Oncology Islamabad,18,Northwest General Hospital,0,1
Oncology Islamabad,19,South City Hospital,0,1
Oncology Islamabad,20,Tabba Heart Institute,0,1
Oncology Islamabad,21,Irfan General Hospital,0,1
Oncology Islamabad,22,Dr. Zia uddin Hospital,0,1
Oncology Islamabad,23,Peshawar Institute of Medical Sciences,0,1
Oncology Islamabad,24,Hair Transplant Institute,0,1
Oncology Islamabad,25,Cosmetic Expert Clinic,0,1
Oncology Islamabad,26,Concept Fertility Clinic,0,1
Oncology Islamabad,27,NIBD & BMT,0,1
Oncology Islamabad,28,Prime Teaching Hospital,0,1
Oncology Islamabad,29,Horizon,0,1
Oncology Islamabad,30,Dr. Zia uddin Hospital,0,1
Orthopedics Islamabad,1,Pak Emirates Military Hospital (PEMH),0,1
Orthopedics Islamabad,2,MedAsk Tours,0,1
Orthopedics Islamabad,3,Agha Khan University Hospital,0,1
Orthopedics Islamabad,4,Shoukat Khanum M Hospital,0,1
Orthopedics Islamabad,5,Shoukat Khanum M Hospital,0,1
Orthopedics Islamabad,6,Shifa International,1,1
Orthopedics Islamabad,7,E-Shifa,1,1
Orthopedics Islamabad,8,All Medical Centre,1,1
Orthopedics Islamabad,9,Quaid-e-Azam International Hospital,1,1
Orthopedics Islamabad,10,Rehman Medical Institute,0,1
Orthopedics Islamabad,11,Hameed Latif Hospital,0,1
Orthopedics Islamabad,12,Hearts International,0,1
Orthopedics Islamabad,13,Doctors Hospital,0,1
Orthopedics Islamabad,14,Kulsum International Hospital,0,1
Orthopedics Islamabad,15,Medikay Cardiac Center,0,1
Orthopedics Islamabad,16,Bahria International Hospital,0,1
Orthopedics Islamabad,17,MMC General Hospital,0,1
Orthopedics Islamabad,18,Northwest General Hospital,0,1
Orthopedics Islamabad,19,South City Hospital,0,1
Orthopedics Islamabad,20,Tabba Heart Institute,0,1
Orthopedics Islamabad,21,Irfan General Hospital,0,1
Orthopedics Islamabad,22,Dr. Zia uddin Hospital,0,1
Orthopedics Islamabad,23,Peshawar Institute of Medical Sciences,0,1
Orthopedics Islamabad,24,Hair Transplant Institute,0,1
Orthopedics Islamabad,25,Cosmetic Expert Clinic,0,1
Orthopedics Islamabad,26,Concept Fertility Clinic,0,1
Orthopedics Islamabad,27,NIBD & BMT,0,1
Orthopedics Islamabad,28,Prime Teaching Hospital,0,1
Orthopedics Islamabad,29,Horizon,0,1
Orthopedics Islamabad,30,Dr. Zia uddin Hospital,0,1
Cosmetic Surgery Islamabad,1,Pak Emirates Military Hospital (PEMH),0,1
Cosmetic Surgery Islamabad,2,MedAsk Tours,0,1
Cosmetic Surgery Islamabad,3,Agha Khan University Hospital,0,1
Cosmetic Surgery Islamabad,4,Shoukat Khanum M Hospital,0,1
Cosmetic Surgery Islamabad,5,Shoukat Khanum M Hospital,0,1
Cosmetic Surgery Islamabad,6,Shifa International,1,1
Cosmetic Surgery Islamabad,7,E-Shifa,1,1
Cosmetic Surgery Islamabad,8,All Medical Centre,0,1
Cosmetic Surgery Islamabad,9,Quaid-e-Azam International Hospital,0,1
Cosmetic Surgery Islamabad,10,Rehman Medical Institute,0,1
Cosmetic Surgery Islamabad,11,Hameed Latif Hospital,0,1
Cosmetic Surgery Islamabad,12,Hearts International,0,1
Cosmetic Surgery Islamabad,13,Doctors Hospital,0,1
Cosmetic Surgery Islamabad,14,Kulsum International Hospital,0,1
Cosmetic Surgery Islamabad,15,Medikay Cardiac Center,0,1
Cosmetic Surgery Islamabad,16,Bahria International Hospital,0,1
Cosmetic Surgery Islamabad,17,MMC General Hospital,0,1
Cosmetic Surgery Islamabad,18,Northwest General Hospital,0,1
Cosmetic Surgery Islamabad,19,South City Hospital,0,1
Cosmetic Surgery Islamabad,20,Tabba Heart Institute,0,1
Cosmetic Surgery Islamabad,21,Irfan General Hospital,0,1
Cosmetic Surgery Islamabad,22,Dr. Zia uddin Hospital,0,1
Cosmetic Surgery Islamabad,23,Peshawar Institute of Medical Sciences,0,1
Cosmetic Surgery Islamabad,24,Hair Transplant Institute,1,1
Cosmetic Surgery Islamabad,25,Cosmetic Expert Clinic,0,1
Cosmetic Surgery Islamabad,26,Concept Fertility Clinic,0,1
Cosmetic Surgery Islamabad,27,NIBD & BMT,0,1
Cosmetic Surgery Islamabad,28,Prime Teaching Hospital,0,1
Cosmetic Surgery Islamabad,29,Horizon,0,1
Cosmetic Surgery Islamabad,30,Dr. Zia uddin Hospital,0,1
Pulmonology Transplant Islamabad,1,Pak Emirates Military Hospital (PEMH),0,1
Pulmonology Transplant Islamabad,2,MedAsk Tours,0,1
Pulmonology Transplant Islamabad,3,Agha Khan University Hospital,0,1
Pulmonology Transplant Islamabad,4,Shoukat Khanum M Hospital,0,1
Pulmonology Transplant Islamabad,5,Shoukat Khanum M Hospital,0,1
Pulmonology Transplant Islamabad,6,Shifa International,1,1
Pulmonology Transplant Islamabad,7,E-Shifa,1,1
Pulmonology Transplant Islamabad,8,All Medical Centre,0,1
Pulmonology Transplant Islamabad,9,Quaid-e-Azam International Hospital,0,1
Pulmonology Transplant Islamabad,10,Rehman Medical Institute,0,1
Pulmonology Transplant Islamabad,11,Hameed Latif Hospital,0,1
Pulmonology Transplant Islamabad,12,Hearts International,0,1
Pulmonology Transplant Islamabad,13,Doctors Hospital,0,1
Pulmonology Transplant Islamabad,14,Kulsum International Hospital,0,1
Pulmonology Transplant Islamabad,15,Medikay Cardiac Center,0,1
Pulmonology Transplant Islamabad,16,Bahria International Hospital,0,1
Pulmonology Transplant Islamabad,17,MMC General Hospital,0,1
Pulmonology Transplant Islamabad,18,Northwest General Hospital,0,1
Pulmonology Transplant Islamabad,19,South City Hospital,0,1
Pulmonology Transplant Islamabad,20,Tabba Heart Institute,0,1
Pulmonology Transplant Islamabad,21,Irfan General Hospital,0,1
Pulmonology Transplant Islamabad,22,Dr. Zia uddin Hospital,0,1
Pulmonology Transplant Islamabad,23,Peshawar Institute of Medical Sciences,0,1
Pulmonology Transplant Islamabad,24,Hair Transplant Institute,0,1
Pulmonology Transplant Islamabad,25,Cosmetic Expert Clinic,0,1
Pulmonology Transplant Islamabad,26,Concept Fertility Clinic,0,1
